,date,ticker,sentiment
619,2021-07-14,AFLT,0.6
620,2021-07-16,AFLT,0.5
621,2021-07-16,AFLT,0.3
622,2021-07-19,AFLT,0.4
623,2021-07-20,AFLT,0.8
624,2021-07-20,AFLT,0.7
625,2021-07-20,AFLT,0.7
626,2021-07-21,AFLT,0.4
627,2021-07-21,AFLT,0.5
628,2021-07-22,AFLT,0.7
629,2021-07-22,AFLT,0.7
630,2021-07-23,AFLT,0.5
631,2021-07-23,AFLT,0.6
632,2021-07-26,AFLT,0.8
633,2021-07-27,AFLT,0.5
634,2021-07-27,AFLT,0.6
635,2021-07-28,AFLT,0.6
636,2021-07-29,AFLT,0.5
637,2021-07-29,AFLT,0.9
638,2021-07-29,AFLT,0.5
639,2021-07-30,AFLT,0.5
640,2021-07-30,AFLT,0.7
641,2021-08-02,AFLT,0.4
642,2021-08-04,AFLT,0.5
643,2021-08-04,AFLT,0.6
644,2021-08-05,AFLT,0.3
645,2021-08-06,AFLT,0.6
646,2021-08-06,AFLT,0.8
647,2021-08-06,AFLT,0.5
648,2021-08-09,AFLT,0.5
649,2021-08-09,AFLT,0.3
650,2021-08-10,AFLT,0.8
651,2021-08-13,AFLT,0.7
652,2021-08-16,AFLT,0.3
653,2021-08-16,AFLT,0.3
654,2021-08-17,AFLT,0.4
655,2021-08-18,AFLT,0.3
656,2021-08-18,AFLT,0.5
657,2021-08-18,AFLT,0.4
658,2021-08-19,AFLT,0.6
659,2021-08-19,AFLT,0.7
660,2021-08-23,AFLT,0.8
661,2021-08-23,AFLT,0.7
662,2021-08-23,AFLT,0.7
663,2021-08-23,AFLT,0.7
664,2021-08-24,AFLT,0.6
665,2021-08-27,AFLT,0.7
666,2021-08-27,AFLT,0.7
667,2021-08-27,AFLT,0.5
668,2021-08-30,AFLT,0.5
669,2021-08-30,AFLT,0.7
670,2021-08-30,AFLT,0.8
671,2021-08-31,AFLT,0.7
672,2021-08-31,AFLT,0.8
673,2021-08-31,AFLT,0.8
674,2021-08-31,AFLT,0.7
675,2021-08-31,AFLT,0.8
676,2021-09-02,AFLT,0.7
677,2021-09-07,AFLT,0.6
678,2021-09-10,AFLT,0.7
679,2021-09-16,AFLT,0.6
680,2021-09-23,AFLT,0.8
681,2021-09-24,AFLT,0.8
682,2021-09-27,AFLT,0.7
683,2021-09-27,AFLT,0.4
684,2021-09-27,AFLT,0.7
685,2021-09-27,AFLT,0.6
686,2021-09-28,AFLT,0.7
687,2021-09-28,AFLT,0.7
688,2021-09-28,AFLT,0.5
689,2021-09-29,AFLT,0.2
690,2021-09-30,AFLT,0.6
691,2021-10-05,AFLT,0.3
692,2021-10-05,AFLT,0.6
693,2021-10-06,AFLT,0.6
694,2021-10-07,AFLT,0.7
695,2021-10-12,AFLT,0.8
696,2021-10-13,AFLT,0.7
697,2021-10-18,AFLT,0.5
698,2021-10-19,AFLT,0.8
699,2021-10-22,AFLT,0.4
700,2021-10-22,AFLT,0.8
701,2021-10-22,AFLT,0.7
702,2021-10-22,AFLT,0.4
703,2021-10-25,AFLT,0.7
704,2021-10-26,AFLT,0.6
705,2021-10-27,AFLT,0.8
706,2021-10-27,AFLT,0.6
707,2021-10-28,AFLT,0.8
708,2021-10-29,AFLT,0.8
709,2021-11-01,AFLT,0.3
710,2021-11-01,AFLT,0.7
711,2021-11-03,AFLT,0.5
712,2021-11-03,AFLT,0.3
713,2021-11-08,AFLT,0.8
714,2021-11-09,AFLT,0.8
715,2021-11-11,AFLT,0.3
716,2021-11-11,AFLT,0.1
717,2021-11-11,AFLT,0.2
718,2021-11-11,AFLT,0.6
719,2021-11-11,AFLT,0.6
720,2021-11-11,AFLT,0.6
721,2021-11-11,AFLT,0.3
722,2021-11-11,AFLT,0.6
723,2021-11-11,AFLT,0.2
724,2021-11-12,AFLT,0.7
725,2021-11-12,AFLT,0.4
726,2021-11-12,AFLT,0.2
727,2021-11-12,AFLT,0.3
728,2021-11-15,AFLT,0.7
729,2021-11-16,AFLT,0.6
730,2021-11-16,AFLT,0.4
731,2021-11-16,AFLT,0.3
732,2021-11-17,AFLT,0.6
733,2021-11-17,AFLT,0.8
734,2021-11-17,AFLT,0.5
735,2021-11-18,AFLT,0.7
736,2021-11-19,AFLT,0.7
737,2021-11-19,AFLT,0.4
738,2021-11-22,AFLT,0.5
739,2021-11-23,AFLT,0.5
740,2021-11-23,AFLT,0.7
741,2021-11-23,AFLT,0.8
742,2021-11-24,AFLT,0.5
743,2021-11-25,AFLT,0.5
744,2021-11-25,AFLT,0.5
745,2021-11-25,AFLT,0.3
746,2021-11-26,AFLT,0.8
747,2021-11-26,AFLT,0.7
748,2021-11-26,AFLT,0.7
749,2021-11-26,AFLT,0.6
750,2021-11-26,AFLT,0.2
751,2021-11-26,AFLT,0.3
752,2021-11-26,AFLT,0.5
753,2021-11-27,AFLT,0.4
754,2021-11-29,AFLT,0.5
755,2021-11-29,AFLT,0.2
756,2021-11-29,AFLT,0.7
757,2021-11-29,AFLT,0.7
758,2021-11-29,AFLT,0.8
759,2021-11-29,AFLT,0.8
760,2021-11-29,AFLT,0.6
761,2021-11-29,AFLT,0.5
762,2021-11-29,AFLT,0.7
763,2021-11-29,AFLT,0.6
764,2021-11-30,AFLT,0.7
765,2021-11-30,AFLT,0.7
766,2021-11-30,AFLT,0.7
767,2021-12-01,AFLT,0.7
768,2021-12-13,AFLT,0.8
769,2021-12-13,AFLT,0.7
770,2021-12-14,AFLT,0.7
771,2021-12-15,AFLT,0.6
772,2021-12-16,AFLT,0.7
773,2021-12-18,AFLT,0.7
774,2021-12-21,AFLT,0.7
775,2021-12-22,AFLT,0.7
